created_at,entry_id,field1,field2,field3,field4,field5,latitude,longitude,elevation,status
2020-07-11 06:46:12 -03,8017,"27.73
","1013.74
","83.10
","0.00
","135
",,,,
2020-07-11 06:46:43 -03,8018,"27.75
","1013.74
","83.00
","0.00
","135
",,,,
2020-07-11 06:47:15 -03,8019,"27.77
","1013.78
","83.30
","0.00
","135
",,,,
2020-07-11 06:47:46 -03,8020,"27.79
","1013.78
","83.30
","0.00
","135
",,,,
2020-07-11 06:48:17 -03,8021,"27.79
","1013.81
","83.30
","0.00
","90
",,,,
2020-07-11 06:48:49 -03,8022,"27.80
","1013.79
","83.40
","0.00
","135
",,,,
2020-07-11 06:49:20 -03,8023,"27.82
","1013.80
","83.30
","0.00
","135
",,,,
2020-07-11 06:49:52 -03,8024,"27.82
","1013.77
","83.40
","0.00
","135
",,,,
2020-07-11 06:50:23 -03,8025,"27.84
","1013.82
","83.50
","0.00
","90
",,,,
2020-07-11 06:50:54 -03,8026,"27.85
","1013.82
","83.60
","0.00
","135
",,,,
2020-07-11 06:51:26 -03,8027,"27.84
","1013.82
","83.50
","0.00
","180
",,,,
2020-07-11 06:51:57 -03,8028,"27.84
","1013.84
","83.00
","0.00
","180
",,,,
2020-07-11 06:52:28 -03,8029,"27.84
","1013.81
","83.10
","0.00
","90
",,,,
2020-07-11 06:53:00 -03,8030,"27.85
","1013.83
","83.20
","0.00
","90
",,,,
2020-07-11 06:53:31 -03,8031,"27.86
","1013.90
","83.10
","0.00
","90
",,,,
2020-07-11 06:54:03 -03,8032,"27.86
","1013.92
","83.10
","0.00
","90
",,,,
2020-07-11 06:54:34 -03,8033,"27.87
","1013.90
","83.40
","0.00
","90
",,,,
2020-07-11 06:55:05 -03,8034,"27.87
","1013.96
","83.20
","0.00
","180
",,,,
2020-07-11 06:55:37 -03,8035,"27.86
","1013.92
","83.10
","0.00
","180
",,,,
2020-07-11 06:56:08 -03,8036,"27.86
","1013.90
","83.20
","0.00
","135
",,,,
2020-07-11 06:56:39 -03,8037,"27.86
","1013.94
","83.30
","0.00
","135
",,,,
2020-07-11 06:57:11 -03,8038,"27.85
","1013.93
","83.20
","0.00
","90
",,,,
2020-07-11 06:57:42 -03,8039,"27.85
","1013.95
","83.10
","0.00
","90
",,,,
2020-07-11 06:58:14 -03,8040,"27.85
","1013.97
","83.10
","0.00
","90
",,,,
2020-07-11 06:58:45 -03,8041,"27.85
","1013.96
","83.10
","0.00
","135
",,,,
2020-07-11 06:59:16 -03,8042,"27.86
","1013.98
","83.30
","0.00
","135
",,,,
2020-07-11 06:59:48 -03,8043,"27.86
","1014.01
","83.30
","0.00
","135
",,,,
2020-07-11 07:00:19 -03,8044,"27.87
","1013.95
","83.30
","0.00
","135
",,,,
2020-07-11 07:00:50 -03,8045,"27.87
","1013.96
","83.30
","0.00
","135
",,,,
2020-07-11 07:01:22 -03,8046,"27.86
","1013.99
","83.50
","0.00
","135
",,,,
2020-07-11 07:01:53 -03,8047,"27.86
","1013.98
","83.50
","0.00
","135
",,,,
2020-07-11 07:02:25 -03,8048,"27.87
","1013.99
","83.40
","0.00
","135
",,,,
2020-07-11 07:02:56 -03,8049,"27.88
","1014.03
","83.60
","0.00
","90
",,,,
2020-07-11 07:03:27 -03,8050,"27.88
","1014.04
","83.90
","0.00
","135
",,,,
2020-07-11 07:03:59 -03,8051,"27.87
","1014.02
","83.90
","0.00
","90
",,,,
2020-07-11 07:04:30 -03,8052,"27.87
","1013.97
","83.50
","0.00
","90
",,,,
2020-07-11 07:05:01 -03,8053,"27.88
","1014.00
","83.70
","0.00
","135
",,,,
2020-07-11 07:05:33 -03,8054,"27.87
","1014.00
","83.70
","0.00
","135
",,,,
2020-07-11 07:06:04 -03,8055,"27.87
","1014.04
","83.50
","0.00
","90
",,,,
2020-07-11 07:06:36 -03,8056,"27.87
","1014.02
","83.70
","0.00
","90
",,,,
2020-07-11 07:07:07 -03,8057,"27.88
","1014.03
","83.60
","0.00
","90
",,,,
2020-07-11 07:07:38 -03,8058,"27.87
","1014.01
","83.60
","0.00
","90
",,,,
2020-07-11 07:08:10 -03,8059,"27.88
","1014.00
","83.70
","0.00
","135
",,,,
2020-07-11 07:08:41 -03,8060,"27.87
","1014.02
","83.80
","0.00
","90
",,,,
2020-07-11 07:09:13 -03,8061,"27.88
","1014.03
","84.00
","0.00
","90
",,,,
2020-07-11 07:09:44 -03,8062,"27.85
","1014.00
","84.00
","0.00
","90
",,,,
2020-07-11 07:10:15 -03,8063,"27.87
","1014.06
","84.10
","0.00
","135
",,,,
2020-07-11 07:10:47 -03,8064,"27.88
","1014.08
","84.30
","0.00
","135
",,,,
2020-07-11 07:11:18 -03,8065,"27.89
","1014.03
","84.20
","0.00
","180
",,,,
2020-07-11 07:11:49 -03,8066,"27.89
","1014.01
","84.30
","0.00
","90
",,,,
2020-07-11 07:12:21 -03,8067,"27.89
","1014.02
","84.20
","3.69
","135
",,,,
2020-07-11 07:12:52 -03,8068,"27.89
","1014.07
","83.90
","0.00
","135
",,,,
2020-07-11 07:13:24 -03,8069,"27.90
","1014.03
","84.10
","0.00
","180
",,,,
2020-07-11 07:13:55 -03,8070,"27.90
","1014.06
","84.30
","0.00
","180
",,,,
2020-07-11 07:14:26 -03,8071,"27.90
","1014.09
","84.40
","0.00
","180
",,,,
2020-07-11 07:14:58 -03,8072,"27.91
","1014.09
","84.30
","0.00
","180
",,,,
2020-07-11 07:15:29 -03,8073,"27.91
","1014.10
","84.40
","0.00
","90
",,,,
2020-07-11 07:16:00 -03,8074,"27.91
","1014.08
","84.40
","0.00
","315
",,,,
2020-07-11 07:16:32 -03,8075,"27.92
","1014.07
","84.40
","0.00
","180
",,,,
2020-07-11 07:17:03 -03,8076,"27.93
","1014.14
","84.30
","0.00
","90
",,,,
2020-07-11 07:17:35 -03,8077,"27.94
","1014.12
","84.20
","0.00
","180
",,,,
2020-07-11 07:18:06 -03,8078,"27.94
","1014.15
","84.30
","0.00
","180
",,,,
2020-07-11 07:18:37 -03,8079,"27.94
","1014.12
","84.40
","0.00
","90
",,,,
2020-07-11 07:19:09 -03,8080,"27.91
","1014.11
","84.40
","0.00
","180
",,,,
2020-07-11 07:19:40 -03,8081,"27.91
","1014.10
","84.30
","0.00
","180
",,,,
2020-07-11 07:20:11 -03,8082,"27.93
","1014.11
","84.60
","0.00
","180
",,,,
2020-07-11 07:20:43 -03,8083,"27.94
","1014.10
","84.70
","0.00
","135
",,,,
2020-07-11 07:21:14 -03,8084,"27.94
","1014.11
","84.80
","0.00
","135
",,,,
2020-07-11 07:21:45 -03,8085,"27.95
","1014.14
","84.80
","0.00
","135
",,,,
2020-07-11 07:22:17 -03,8086,"27.94
","1014.13
","84.80
","0.00
","135
",,,,
2020-07-11 07:22:48 -03,8087,"27.95
","1014.09
","84.80
","0.00
","135
",,,,
2020-07-11 07:23:20 -03,8088,"27.95
","1014.13
","84.70
","0.00
","90
",,,,
2020-07-11 07:23:51 -03,8089,"27.94
","1014.10
","84.60
","0.00
","90
",,,,
2020-07-11 07:24:22 -03,8090,"27.94
","1014.11
","84.50
","0.00
","135
",,,,
2020-07-11 07:24:54 -03,8091,"27.93
","1014.12
","84.40
","0.00
","135
",,,,
2020-07-11 07:25:25 -03,8092,"27.93
","1014.06
","84.50
","0.00
","180
",,,,
2020-07-11 07:25:56 -03,8093,"27.94
","1014.11
","84.60
","0.00
","180
",,,,
2020-07-11 07:26:28 -03,8094,"27.94
","1014.05
","84.60
","0.00
","135
",,,,
2020-07-11 07:26:59 -03,8095,"27.93
","1014.05
","84.60
","0.00
","135
",,,,
2020-07-11 07:27:31 -03,8096,"27.92
","1014.02
","84.50
","0.00
","90
",,,,
2020-07-11 07:28:02 -03,8097,"27.93
","1014.10
","84.40
","0.00
","180
",,,,
2020-07-11 07:28:33 -03,8098,"27.94
","1014.08
","84.70
","0.00
","180
",,,,
2020-07-11 07:29:05 -03,8099,"27.94
","1014.07
","84.80
","0.00
","135
",,,,
2020-07-11 07:29:36 -03,8100,"27.94
","1014.07
","84.70
","0.00
","90
",,,,
2020-07-11 07:30:07 -03,8101,"27.94
","1014.02
","84.70
","0.00
","135
",,,,
2020-07-11 07:30:39 -03,8102,"27.95
","1014.11
","84.70
","0.00
","135
",,,,
2020-07-11 07:31:10 -03,8103,"27.86
","1014.01
","84.80
","0.00
","135
",,,,
2020-07-11 07:31:41 -03,8104,"27.88
","1014.04
","85.00
","0.00
","90
",,,,
2020-07-11 07:32:13 -03,8105,"27.90
","1014.05
","85.00
","0.00
","135
",,,,
2020-07-11 07:32:44 -03,8106,"27.92
","1014.05
","85.20
","0.00
","90
",,,,
2020-07-11 07:33:16 -03,8107,"27.91
","1014.07
","85.30
","0.00
","45
",,,,
2020-07-11 07:33:47 -03,8108,"27.92
","1014.10
","85.20
","0.00
","45
",,,,
2020-07-11 07:34:18 -03,8109,"27.94
","1014.09
","85.30
","0.00
","135
",,,,
2020-07-11 07:34:50 -03,8110,"27.95
","1014.03
","85.10
","0.00
","135
",,,,
2020-07-11 07:35:21 -03,8111,"27.95
","1014.06
","84.50
","0.00
","135
",,,,
2020-07-11 07:35:52 -03,8112,"27.96
","1014.03
","84.50
","0.00
","135
",,,,
2020-07-11 07:36:24 -03,8113,"27.96
","1014.01
","84.50
","0.00
","90
",,,,
2020-07-11 07:36:55 -03,8114,"27.96
","1014.02
","84.60
","0.00
","135
",,,,
2020-07-11 07:37:27 -03,8115,"27.97
","1014.02
","84.90
","0.00
","135
",,,,
2020-07-11 07:37:58 -03,8116,"27.98
","1014.05
","85.00
","0.00
","90
",,,,
2020-07-11 07:38:29 -03,8117,"27.99
","1014.04
","85.20
","0.00
","90
",,,,
2020-07-11 07:39:01 -03,8118,"27.99
","1014.07
","85.20
","0.00
","135
",,,,
2020-07-11 07:39:32 -03,8119,"27.99
","1014.06
","85.10
","0.00
","135
",,,,
2020-07-11 07:40:03 -03,8120,"28.00
","1014.06
","85.20
","0.00
","90
",,,,
2020-07-11 07:40:35 -03,8121,"28.01
","1014.01
","85.30
","0.00
","180
",,,,
2020-07-11 07:41:06 -03,8122,"28.01
","1014.06
","85.40
","0.00
","90
",,,,
2020-07-11 07:41:38 -03,8123,"28.00
","1014.08
","85.30
","0.00
","180
",,,,
2020-07-11 07:42:09 -03,8124,"28.01
","1014.08
","85.40
","0.00
","135
",,,,
2020-07-11 07:42:40 -03,8125,"28.02
","1014.08
","85.50
","0.00
","90
",,,,
2020-07-11 07:43:12 -03,8126,"28.03
","1014.07
","85.60
","0.00
","270
",,,,
2020-07-11 07:43:43 -03,8127,"28.02
","1014.10
","85.50
","0.00
","180
",,,,
2020-07-11 07:44:14 -03,8128,"28.03
","1014.09
","85.30
","0.00
","0
",,,,
2020-07-11 07:44:46 -03,8129,"28.04
","1014.05
","85.10
","0.00
","135
",,,,
2020-07-11 07:45:17 -03,8130,"28.01
","1014.08
","84.80
","0.00
","90
",,,,
2020-07-11 07:45:49 -03,8131,"28.02
","1014.09
","84.60
","0.00
","180
",,,,
2020-07-11 07:46:20 -03,8132,"28.02
","1014.08
","84.70
","0.00
","135
",,,,
2020-07-11 07:46:51 -03,8133,"28.03
","1014.09
","84.70
","0.00
","90
",,,,
2020-07-11 07:47:23 -03,8134,"28.04
","1014.09
","84.80
","0.00
","180
",,,,
2020-07-11 07:47:54 -03,8135,"28.05
","1014.09
","84.90
","0.00
","135
",,,,
2020-07-11 07:48:25 -03,8136,"28.04
","1014.09
","85.00
","0.00
","90
",,,,
2020-07-11 07:48:57 -03,8137,"28.05
","1014.10
","84.80
","0.00
","180
",,,,
2020-07-11 07:49:28 -03,8138,"28.04
","1014.12
","84.60
","0.00
","180
",,,,
2020-07-11 07:50:00 -03,8139,"28.03
","1014.10
","84.20
","0.00
","135
",,,,
2020-07-11 07:50:31 -03,8140,"28.03
","1014.12
","84.40
","0.00
","135
",,,,
2020-07-11 07:51:02 -03,8141,"28.03
","1014.09
","84.60
","0.00
","135
",,,,
2020-07-11 07:51:34 -03,8142,"28.04
","1014.10
","84.80
","0.00
","90
",,,,
2020-07-11 07:52:05 -03,8143,"28.06
","1014.14
","84.80
","0.00
","225
",,,,
2020-07-11 07:52:36 -03,8144,"28.06
","1014.10
","84.70
","0.00
","180
",,,,
2020-07-11 07:53:08 -03,8145,"28.07
","1014.11
","84.50
","0.00
","180
",,,,
2020-07-11 07:53:39 -03,8146,"28.07
","1014.10
","84.50
","0.00
","180
",,,,
2020-07-11 07:54:11 -03,8147,"28.07
","1014.09
","84.50
","0.00
","180
",,,,
2020-07-11 07:54:42 -03,8148,"28.09
","1014.13
","84.80
","0.00
","270
",,,,
2020-07-11 07:55:13 -03,8149,"28.10
","1014.11
","84.70
","0.00
","135
",,,,
2020-07-11 07:55:45 -03,8150,"28.10
","1014.08
","84.40
","0.00
","90
",,,,
2020-07-11 07:56:16 -03,8151,"28.10
","1014.12
","84.00
","0.00
","270
",,,,
2020-07-11 07:56:47 -03,8152,"28.10
","1014.13
","84.10
","0.00
","135
",,,,
2020-07-11 07:57:19 -03,8153,"28.12
","1014.15
","84.20
","0.00
","180
",,,,
2020-07-11 07:57:50 -03,8154,"28.13
","1014.10
","84.30
","0.00
","225
",,,,
2020-07-11 07:58:22 -03,8155,"28.15
","1014.13
","84.40
","0.00
","45
",,,,
2020-07-11 07:58:53 -03,8156,"28.14
","1014.16
","84.40
","0.00
","135
",,,,
2020-07-11 07:59:24 -03,8157,"28.11
","1014.08
","84.40
","0.00
","135
",,,,
2020-07-11 07:59:56 -03,8158,"28.14
","1014.09
","84.50
","0.00
","135
",,,,
2020-07-11 08:00:27 -03,8159,"28.15
","1014.15
","84.70
","0.00
","135
",,,,
2020-07-11 08:00:58 -03,8160,"28.15
","1014.13
","85.00
","0.00
","135
",,,,
2020-07-11 08:01:30 -03,8161,"28.15
","1014.14
","84.90
","0.00
","270
",,,,
2020-07-11 08:02:01 -03,8162,"28.16
","1014.15
","85.00
","0.00
","270
",,,,
2020-07-11 08:02:33 -03,8163,"28.16
","1014.14
","84.80
","0.00
","135
",,,,
2020-07-11 08:03:04 -03,8164,"28.17
","1014.16
","84.40
","0.00
","135
",,,,
2020-07-11 08:03:35 -03,8165,"28.15
","1014.20
","84.40
","0.00
","90
",,,,
2020-07-11 08:04:07 -03,8166,"28.15
","1014.14
","84.50
","0.00
","135
",,,,
2020-07-11 08:04:38 -03,8167,"28.13
","1014.20
","84.40
","0.00
","180
",,,,
2020-07-11 08:05:09 -03,8168,"28.14
","1014.17
","84.30
","0.00
","180
",,,,
2020-07-11 08:05:41 -03,8169,"28.14
","1014.17
","84.40
","0.00
","90
",,,,
2020-07-11 08:06:12 -03,8170,"28.14
","1014.18
","84.40
","0.00
","180
",,,,
2020-07-11 08:06:44 -03,8171,"28.15
","1014.21
","84.20
","0.00
","180
",,,,
2020-07-11 08:07:15 -03,8172,"28.15
","1014.23
","84.10
","0.00
","90
",,,,
2020-07-11 08:07:46 -03,8173,"28.16
","1014.19
","84.20
","0.00
","90
",,,,
2020-07-11 08:08:18 -03,8174,"28.17
","1014.17
","84.30
","0.00
","45
",,,,
2020-07-11 08:08:49 -03,8175,"28.19
","1014.22
","84.20
","0.00
","135
",,,,
2020-07-11 08:09:20 -03,8176,"28.21
","1014.24
","84.00
","0.00
","180
",,,,
2020-07-11 08:09:52 -03,8177,"28.22
","1014.24
","84.20
","0.00
","180
",,,,
2020-07-11 08:10:23 -03,8178,"28.22
","1014.21
","84.10
","0.00
","135
",,,,
2020-07-11 08:10:55 -03,8179,"28.20
","1014.22
","84.00
","0.00
","135
",,,,
2020-07-11 08:11:26 -03,8180,"28.20
","1014.26
","84.10
","0.00
","180
",,,,
2020-07-11 08:11:57 -03,8181,"28.20
","1014.25
","84.40
","0.00
","135
",,,,
2020-07-11 08:12:29 -03,8182,"28.21
","1014.24
","84.10
","0.00
","135
",,,,
2020-07-11 08:13:00 -03,8183,"28.22
","1014.26
","84.10
","0.00
","90
",,,,
2020-07-11 08:13:31 -03,8184,"28.21
","1014.22
","84.00
","0.00
","135
",,,,
2020-07-11 08:14:03 -03,8185,"28.19
","1014.22
","83.90
","0.00
","135
",,,,
2020-07-11 08:14:34 -03,8186,"28.17
","1014.21
","84.00
","0.00
","135
",,,,
2020-07-11 08:15:06 -03,8187,"28.20
","1014.18
","84.30
","0.00
","135
",,,,
2020-07-11 08:15:37 -03,8188,"28.22
","1014.20
","84.40
","0.00
","135
",,,,
2020-07-11 08:16:08 -03,8189,"28.22
","1014.18
","84.40
","0.00
","135
",,,,
2020-07-11 08:16:40 -03,8190,"28.21
","1014.21
","84.20
","0.00
","90
",,,,
2020-07-11 08:17:11 -03,8191,"28.22
","1014.23
","84.10
","0.00
","90
",,,,
2020-07-11 08:17:42 -03,8192,"28.24
","1014.25
","84.20
","0.00
","135
",,,,
2020-07-11 08:18:14 -03,8193,"28.25
","1014.28
","84.20
","0.00
","90
",,,,
2020-07-11 08:18:45 -03,8194,"28.25
","1014.23
","84.20
","0.00
","90
",,,,
2020-07-11 08:19:17 -03,8195,"28.18
","1014.27
","84.10
","0.00
","90
",,,,
2020-07-11 08:19:48 -03,8196,"28.17
","1014.29
","83.70
","0.00
","90
",,,,
2020-07-11 08:20:19 -03,8197,"28.21
","1014.28
","84.00
","0.00
","45
",,,,
2020-07-11 08:20:51 -03,8198,"28.25
","1014.27
","84.10
","0.00
","90
",,,,
2020-07-11 08:21:22 -03,8199,"28.19
","1014.27
","84.10
","0.00
","90
",,,,
2020-07-11 08:21:53 -03,8200,"28.20
","1014.30
","84.10
","0.00
","90
",,,,
2020-07-11 08:22:25 -03,8201,"28.26
","1014.28
","84.40
","0.00
","135
",,,,
2020-07-11 08:22:56 -03,8202,"28.30
","1014.30
","84.40
","0.00
","90
",,,,
2020-07-11 08:23:27 -03,8203,"28.30
","1014.28
","84.00
","0.00
","135
",,,,
2020-07-11 08:23:59 -03,8204,"28.35
","1014.28
","83.90
","0.00
","45
",,,,
2020-07-11 08:24:30 -03,8205,"28.38
","1014.25
","84.00
","0.00
","90
",,,,
2020-07-11 08:25:02 -03,8206,"28.40
","1014.26
","83.90
","0.00
","90
",,,,
2020-07-11 08:25:33 -03,8207,"28.42
","1014.23
","83.80
","0.00
","135
",,,,
2020-07-11 08:26:04 -03,8208,"28.44
","1014.29
","83.60
","0.00
","90
",,,,
2020-07-11 08:26:36 -03,8209,"28.43
","1014.29
","83.50
","0.00
","90
",,,,
2020-07-11 08:27:07 -03,8210,"28.40
","1014.28
","82.80
","0.00
","135
",,,,
2020-07-11 08:27:38 -03,8211,"28.42
","1014.28
","82.50
","0.00
","135
",,,,
2020-07-11 08:28:10 -03,8212,"28.42
","1014.28
","82.80
","0.00
","90
",,,,
2020-07-11 08:28:41 -03,8213,"28.43
","1014.25
","82.80
","0.00
","135
",,,,
2020-07-11 08:29:13 -03,8214,"28.45
","1014.24
","82.60
","0.00
","90
",,,,
2020-07-11 08:29:44 -03,8215,"28.49
","1014.28
","82.30
","0.00
","135
",,,,
2020-07-11 08:30:16 -03,8216,"28.52
","1014.29
","82.30
","0.00
","135
",,,,
2020-07-11 08:30:47 -03,8217,"28.56
","1014.27
","82.30
","0.00
","90
",,,,
2020-07-11 08:31:18 -03,8218,"28.55
","1014.29
","82.30
","0.00
","90
",,,,
2020-07-11 08:31:50 -03,8219,"28.58
","1014.26
","80.90
","0.00
","90
",,,,
2020-07-11 08:32:21 -03,8220,"28.63
","1014.23
","81.00
","0.00
","90
",,,,
2020-07-11 08:32:52 -03,8221,"28.71
","1014.25
","80.90
","0.00
","90
",,,,
2020-07-11 08:33:24 -03,8222,"28.82
","1014.28
","80.00
","0.00
","90
",,,,
2020-07-11 08:33:55 -03,8223,"28.95
","1014.27
","79.60
","0.00
","135
",,,,
2020-07-11 08:34:27 -03,8224,"29.17
","1014.28
","79.30
","0.00
","180
",,,,
2020-07-11 08:34:58 -03,8225,"29.39
","1014.29
","79.30
","0.00
","270
",,,,
2020-07-11 08:35:29 -03,8226,"29.60
","1014.30
","78.80
","0.00
","90
",,,,
2020-07-11 08:36:01 -03,8227,"29.79
","1014.28
","78.40
","0.00
","180
",,,,
2020-07-11 08:36:32 -03,8228,"30.12
","1014.34
","77.70
","0.00
","135
",,,,
2020-07-11 08:37:04 -03,8229,"31.02
","1014.30
","77.20
","0.00
","90
",,,,
2020-07-11 08:37:35 -03,8230,"32.21
","1014.28
","76.20
","0.00
","90
",,,,
2020-07-11 08:38:06 -03,8231,"33.35
","1014.31
","74.30
","0.00
","90
",,,,
2020-07-11 08:38:38 -03,8232,"34.18
","1014.35
","70.80
","0.00
","135
",,,,
2020-07-11 08:39:09 -03,8233,"34.43
","1014.31
","67.60
","0.00
","135
",,,,
2020-07-11 08:39:40 -03,8234,"34.82
","1014.21
","65.40
","0.00
","270
",,,,
2020-07-11 08:40:12 -03,8235,"35.46
","1014.20
","64.00
","0.00
","135
",,,,
2020-07-11 08:40:43 -03,8236,"36.22
","1014.25
","62.20
","0.00
","90
",,,,
2020-07-11 08:41:15 -03,8237,"36.68
","1014.22
","60.60
","0.00
","180
",,,,
2020-07-11 08:41:46 -03,8238,"37.23
","1014.17
","59.10
","0.00
","90
",,,,
2020-07-11 08:42:17 -03,8239,"37.60
","1014.19
","57.80
","0.00
","90
",,,,
2020-07-11 08:42:49 -03,8240,"37.66
","1014.19
","56.50
","0.00
","90
",,,,
2020-07-11 08:43:20 -03,8241,"37.56
","1014.25
","55.50
","0.00
","180
",,,,
2020-07-11 08:43:51 -03,8242,"37.73
","1014.28
","55.50
","0.00
","180
",,,,
2020-07-11 08:44:23 -03,8243,"38.24
","1014.31
","54.80
","0.00
","135
",,,,
2020-07-11 08:44:54 -03,8244,"38.62
","1014.28
","54.60
","0.00
","0
",,,,
2020-07-11 08:45:26 -03,8245,"38.87
","1014.30
","53.80
","0.00
","180
",,,,
2020-07-11 08:45:57 -03,8246,"39.07
","1014.21
","53.20
","0.00
","90
",,,,
2020-07-11 08:46:28 -03,8247,"39.21
","1014.23
","52.20
","0.00
","90
",,,,
2020-07-11 08:47:00 -03,8248,"39.20
","1014.26
","51.60
","0.00
","90
",,,,
2020-07-11 08:47:31 -03,8249,"38.72
","1014.20
","51.30
","0.00
","180
",,,,
2020-07-11 08:48:03 -03,8250,"38.23
","1014.17
","51.50
","0.00
","225
",,,,
2020-07-11 08:48:34 -03,8251,"38.14
","1014.41
","52.30
","0.00
","180
",,,,
2020-07-11 08:49:05 -03,8252,"38.67
","1014.31
","52.60
","0.00
","90
",,,,
2020-07-11 08:49:37 -03,8253,"38.83
","1014.34
","52.20
","0.00
","135
",,,,
2020-07-11 08:50:08 -03,8254,"39.02
","1014.27
","52.30
","0.00
","90
",,,,
2020-07-11 08:50:39 -03,8255,"38.95
","1014.38
","52.20
","0.00
","90
",,,,
2020-07-11 08:51:11 -03,8256,"38.36
","1014.30
","52.20
","0.00
","90
",,,,
2020-07-11 08:51:42 -03,8257,"38.03
","1014.28
","52.40
","0.00
","135
",,,,
2020-07-11 08:52:13 -03,8258,"37.69
","1014.28
","53.30
","0.00
","135
",,,,
2020-07-11 08:52:45 -03,8259,"37.17
","1014.23
","54.30
","0.00
","90
",,,,
2020-07-11 08:53:16 -03,8260,"36.50
","1014.27
","55.20
","0.00
","90
",,,,
2020-07-11 08:53:48 -03,8261,"35.66
","1014.31
","55.90
","0.00
","135
",,,,
2020-07-11 08:54:19 -03,8262,"35.03
","1014.20
","56.60
","0.00
","270
",,,,
2020-07-11 08:54:50 -03,8263,"34.55
","1014.23
","58.00
","0.00
","135
",,,,
2020-07-11 08:55:22 -03,8264,"34.17
","1014.24
","58.90
","0.00
","135
",,,,
2020-07-11 08:55:53 -03,8265,"33.80
","1014.30
","60.10
","0.00
","180
",,,,
2020-07-11 08:56:24 -03,8266,"33.04
","1014.26
","61.20
","0.00
","90
",,,,
2020-07-11 08:56:56 -03,8267,"32.86
","1014.26
","62.50
","0.00
","90
",,,,
2020-07-11 08:57:27 -03,8268,"32.64
","1014.24
","63.40
","0.00
","90
",,,,
2020-07-11 08:57:59 -03,8269,"32.51
","1014.29
","63.90
","0.00
","135
",,,,
2020-07-11 08:58:30 -03,8270,"32.37
","1014.29
","64.60
","0.00
","135
",,,,
2020-07-11 08:59:01 -03,8271,"32.21
","1014.28
","64.90
","0.00
","90
",,,,
2020-07-11 08:59:33 -03,8272,"32.03
","1014.29
","65.30
","5.17
","90
",,,,
2020-07-11 09:00:04 -03,8273,"31.91
","1014.21
","65.60
","0.00
","90
",,,,
2020-07-11 09:00:35 -03,8274,"31.85
","1014.24
","66.30
","0.00
","90
",,,,
2020-07-11 09:01:07 -03,8275,"31.77
","1014.28
","67.00
","0.00
","45
",,,,
2020-07-11 09:01:38 -03,8276,"31.62
","1014.30
","67.50
","0.00
","180
",,,,
2020-07-11 09:02:10 -03,8277,"31.55
","1014.28
","68.00
","0.00
","135
",,,,
2020-07-11 09:02:41 -03,8278,"31.46
","1014.27
","68.50
","0.00
","135
",,,,
2020-07-11 09:03:12 -03,8279,"31.41
","1014.33
","69.00
","0.00
","45
",,,,
2020-07-11 09:03:44 -03,8280,"31.34
","1014.31
","69.70
","0.00
","90
",,,,
2020-07-11 09:04:15 -03,8281,"31.27
","1014.22
","70.10
","0.00
","90
",,,,
2020-07-11 09:04:46 -03,8282,"31.23
","1014.25
","69.80
","0.00
","45
",,,,
2020-07-11 09:05:18 -03,8283,"31.20
","1014.26
","70.10
","0.00
","135
",,,,
2020-07-11 09:05:49 -03,8284,"31.15
","1014.25
","70.40
","0.00
","90
",,,,
2020-07-11 09:06:20 -03,8285,"31.11
","1014.28
","70.60
","0.00
","90
",,,,
2020-07-11 09:06:52 -03,8286,"31.08
","1014.29
","70.70
","0.00
","90
",,,,
2020-07-11 09:07:23 -03,8287,"31.07
","1014.28
","70.70
","0.00
","135
",,,,
2020-07-11 09:07:55 -03,8288,"31.04
","1014.23
","70.70
","0.00
","225
",,,,
2020-07-11 09:08:26 -03,8289,"31.00
","1014.24
","70.10
","0.00
","90
",,,,
2020-07-11 09:08:57 -03,8290,"30.97
","1014.29
","70.10
","0.00
","90
",,,,
2020-07-11 09:09:29 -03,8291,"30.84
","1014.22
","70.40
","0.00
","225
",,,,
2020-07-11 09:10:00 -03,8292,"30.82
","1014.24
","69.80
","0.00
","90
",,,,
2020-07-11 09:10:32 -03,8293,"30.84
","1014.29
","70.40
","0.00
","90
",,,,
2020-07-11 09:11:03 -03,8294,"30.85
","1014.24
","70.90
","0.00
","90
",,,,
2020-07-11 09:11:34 -03,8295,"30.82
","1014.24
","71.00
","0.00
","90
",,,,
2020-07-11 09:12:06 -03,8296,"30.84
","1014.24
","70.90
","0.00
","135
",,,,
2020-07-11 09:12:37 -03,8297,"30.73
","1014.26
","71.00
","0.00
","135
",,,,
2020-07-11 09:13:08 -03,8298,"30.61
","1014.22
","69.70
","0.00
","135
",,,,
2020-07-11 09:13:40 -03,8299,"30.66
","1014.25
","69.70
","0.00
","90
",,,,
2020-07-11 09:14:11 -03,8300,"30.68
","1014.20
","70.00
","0.00
","135
",,,,
2020-07-11 09:14:42 -03,8301,"30.70
","1014.24
","70.30
","0.00
","90
",,,,
2020-07-11 09:15:14 -03,8302,"30.66
","1014.21
","70.30
","0.00
","90
",,,,
2020-07-11 09:15:45 -03,8303,"30.66
","1014.21
","70.30
","0.00
","135
",,,,
2020-07-11 09:16:17 -03,8304,"30.71
","1014.24
","70.80
","0.00
","135
",,,,
2020-07-11 09:16:48 -03,8305,"30.71
","1014.25
","71.00
","0.00
","180
",,,,
2020-07-11 09:17:19 -03,8306,"30.70
","1014.19
","70.90
","0.00
","270
",,,,
